date,temperature(℃),rainfall(mm),daylight hours(h),wind speed(m/s),vapor pressure(hPa),地名
2016/10/14,20.2,10,32.3,3.6,14.4,兵庫
2016/10/21,21.9,16,37.5,4.1,16.2,兵庫
2016/10/28,18.7,1.5,22.5,4.1,13.7,兵庫
2016/11/4,15,6,50.9,3.6,9.9,兵庫
2016/11/11,13.3,8.5,34.9,3.7,10.1,兵庫
2016/11/18,15,11.5,44.2,3.6,11.1,兵庫
2016/11/25,14.8,10.5,19.2,3.6,12.5,兵庫
2016/12/2,12,35.5,28.5,3.7,9.4,兵庫
2016/12/9,11.7,12.5,47,3.3,9.1,兵庫
2016/12/16,7.9,35,29.8,4,6.9,兵庫
2016/12/23,11.4,11.5,36.1,3.8,9.2,兵庫
2016/12/30,8,12,25.9,3.7,6.9,兵庫
2017/1/1,7.8,12,30.2,3.6,6.9,兵庫
2017/1/8,8.3,23.5,40.9,3.6,6.9,兵庫
2017/1/15,6,0,44.7,5.1,5.6,兵庫
2017/1/22,5.1,2.5,35.2,3.6,5.5,兵庫
2017/1/29,5.2,5,38.6,3.1,5.5,兵庫
2017/2/5,6.8,10.5,33.2,3.3,6.7,兵庫
2017/2/12,4.4,6.5,30.3,4.7,5.2,兵庫
2017/2/19,7,4,38.6,2.9,6.6,兵庫
2017/2/26,7.5,23.5,29.4,4.2,6.1,兵庫
2017/3/5,8.5,1.5,50.7,3.6,6.3,兵庫
2017/3/12,7.6,0,42.5,3.7,5.6,兵庫
2017/3/19,8.9,0,43.3,3.4,6.3,兵庫
2017/3/26,9.8,19.5,32.6,3.4,6.6,兵庫
2017/4/2,10.5,12,48.8,3.5,7.2,兵庫
2017/4/9,15.5,36.5,28.5,2.9,12.7,兵庫
2017/4/16,15,5.5,45.7,4.9,11,兵庫
2017/4/23,16.5,60.5,51.1,3.5,11,兵庫
2017/4/30,17,20.5,63,3.3,11.3,兵庫
2017/5/7,19.7,0,53.2,3.9,13.1,兵庫
2017/5/14,19.9,36,39.9,3.9,15.1,兵庫
2017/5/21,20.7,0,68.4,3,13,兵庫
2017/5/28,21.4,28,55.6,2.6,16.8,兵庫
2017/6/4,21.9,11.5,70.2,3.5,16,兵庫
2017/6/11,21.4,39.5,49.6,3.6,15.2,兵庫
2017/6/18,21.9,0,75.2,3.4,15.1,兵庫
2017/6/25,23.8,81,39.7,3.5,20.7,兵庫
2017/7/2,25.2,26.5,31.6,2.9,25.1,兵庫
2017/7/9,26.4,52,28.3,3.1,28.4,兵庫
2017/7/16,28.5,2.5,57.6,3.3,29.5,兵庫
2017/7/23,29.1,1.5,48.5,3.6,28.6,兵庫
2017/7/30,28.9,21.5,30.9,3.3,31,兵庫
2017/8/6,29.9,6.5,58,4.7,29.5,兵庫
2017/8/13,29,52,41.6,4.4,28.1,兵庫
2017/8/20,28.5,3,44.7,3.3,28.3,兵庫
2017/8/27,29.6,8,52.9,3.4,28.2,兵庫
2017/9/3,27.3,0,53.3,3.7,21.7,兵庫
2017/9/10,25.9,39.5,30.9,3,22,兵庫
2017/9/17,24.6,130.5,24.7,5.7,21.7,兵庫
2017/9/24,23.7,7.5,32.7,3.5,20,兵庫
2017/10/1,22.9,8.5,51.4,3,18.1,兵庫
2017/10/8,20.8,66.5,24,5,17.9,兵庫
2017/10/15,21.6,21.5,29.4,2.5,19.9,兵庫
2017/10/22,17.2,191,3.6,4.7,16.4,兵庫
2017/10/29,17.2,59,31.3,5.4,13.7,兵庫
2017/11/5,14.8,0,57.7,3.1,10.8,兵庫
2017/11/12,15.3,10,44.5,2.8,11.3,兵庫
2017/11/19,11.7,22.5,40,3.3,8.8,兵庫
2017/11/26,9.6,11.5,31.6,3.8,7.6,兵庫
2017/12/3,12,0,42.6,2.9,9.4,兵庫
2017/12/10,7.8,3.5,36.8,3.6,6.6,兵庫
2017/12/17,5.9,0,40.6,4.5,5.3,兵庫
2017/12/24,7.3,23.5,45,2.9,6.3,兵庫
2017/12/31,6.8,0,23.9,4.5,6,兵庫
2018/1/1,6.4,0,26.7,4.4,5.6,兵庫
2018/1/8,6,14,24.6,3.9,6.2,兵庫
2018/1/15,4.1,2.5,38.1,4.6,4.9,兵庫
2018/1/22,8.9,27.5,33,3,8.1,兵庫
2018/1/29,2.2,0,40.4,4.5,4.3,兵庫
2018/2/5,3.2,1.5,36.9,3.7,5,兵庫
2018/2/12,3.3,26,51.5,4.6,4.4,兵庫
2018/2/19,5.5,0,36.1,3.1,5.1,兵庫
2018/2/26,7.3,1,48.6,3.1,6,兵庫
2018/3/5,11.3,50.5,45.2,4.1,8.5,兵庫
2018/3/12,8.1,25,46.7,4.8,6.8,兵庫
2018/3/19,12.7,24.5,48,2.8,10.3,兵庫
2018/3/26,10.5,36,45.1,4,8.1,兵庫
2018/4/2,15.7,0,72.9,3.2,10.5,兵庫
2018/4/9,14.2,7.5,39.8,4,11.3,兵庫
2018/4/16,15.6,38,42.8,3.9,10.8,兵庫
2018/4/23,18.2,5,66.2,3.1,12.8,兵庫
2018/4/30,18.2,86.5,42.8,2.7,13.7,兵庫
2018/5/7,18.7,106.5,47.2,3.4,14.5,兵庫
2018/5/14,17.7,78,48.8,3.3,13.8,兵庫
2018/5/21,21.1,18.5,53.2,3.9,16.8,兵庫
2018/5/28,21.7,12.5,50.2,3,16,兵庫
2018/6/4,21.7,25,48,3.2,18,兵庫
2018/6/11,22.8,69,24.5,4.3,21.6,兵庫
2018/6/18,21.9,5,43.9,3.8,17.5,兵庫
2018/6/25,23.2,68.5,34.9,2.7,22.6,兵庫
2018/7/2,26.6,73,44.3,4,28.2,兵庫
2018/7/9,26,439.5,18.8,3.7,28.2,兵庫
2018/7/16,29.3,0,67.7,2.7,29.3,兵庫
2018/7/23,30.4,0,85.4,3.4,30.5,兵庫
2018/7/30,29.4,92,53.2,4.3,28.1,兵庫
2018/8/6,30.4,0,79.4,3.3,28.9,兵庫
2018/8/13,29.3,0,52.7,3.1,28.2,兵庫
2018/8/20,27.8,4.5,57.3,3.8,24.2,兵庫
2018/8/27,29.5,123.5,63,5.3,29.9,兵庫
2018/9/3,27.8,10,47.1,3.4,28.5,兵庫
2018/9/10,25.5,285,14.6,4,27,兵庫
2018/9/17,24.9,11.5,18.5,4.8,24.4,兵庫
2018/9/24,24.1,50,26.1,3.2,21,兵庫
2018/10/1,21.5,116.5,25.5,5.4,18.5,兵庫
2018/10/8,23.3,6,40.7,4.8,19.4,兵庫
2018/10/15,20,23,39.4,3,15.9,兵庫
2018/10/22,18.8,0,51.3,3.1,13,兵庫
2018/10/29,18.3,17,48,3.8,13,兵庫
2018/11/5,16,0,45,3,10.7,兵庫
2018/11/12,18.1,6.5,42.1,3.1,13.5,兵庫
2018/11/19,14.8,1,24.6,3.2,10.3,兵庫
2018/11/26,11.7,0.5,37.8,2.5,8.9,兵庫
2018/12/3,14.3,5.5,33.6,3.4,10.8,兵庫
2018/12/10,11.2,10.5,22.8,3.9,9.5,兵庫
2018/12/17,8.1,26.5,26.1,3.6,7.3,兵庫
2018/12/24,10.7,6,30.4,3.2,9.1,兵庫
2018/12/31,6,1,35.6,4,5.9,兵庫
2019/1/1,5.8,1.5,32.8,4.1,5.9,兵庫
2019/1/8,7.1,0,35.1,3.1,6.1,兵庫
2019/1/15,6.7,0.5,29.4,2.9,6.2,兵庫
2019/1/22,7.3,1.5,37.8,3.3,6.1,兵庫
2019/1/29,5.8,0.5,26.5,3.7,5.6,兵庫
2019/2/5,7.5,14.5,40.3,3.1,7,兵庫
2019/2/12,6.7,8.5,20.3,3.9,6.8,兵庫
2019/2/19,6.9,13.5,26,3.3,6.3,兵庫
2019/2/26,9.9,0,44.1,3.2,6.9,兵庫
2019/3/5,10.3,30.5,27.1,3.4,7.8,兵庫
2019/3/12,10.8,28.5,32.9,4.7,8.3,兵庫
2019/3/19,9,11.5,39.4,3.6,6.9,兵庫
2019/3/26,11.5,4,33.6,3.2,8.8,兵庫
2019/4/2,11.1,18.5,42,3.8,8,兵庫
2019/4/9,13.2,9.5,72.4,3.6,8,兵庫
2019/4/16,12.5,38.5,47,4,8.3,兵庫
2019/4/23,17.8,0,60.3,3.4,13.1,兵庫
2019/4/30,16.4,37,16.3,4.1,13.6,兵庫
2019/5/7,18.1,6.5,63.1,3,12.5,兵庫
2019/5/14,19.6,0,64.7,2.7,12.9,兵庫
2019/5/21,21.5,42.5,54,4.6,15.8,兵庫
2019/5/28,23,46.5,68.3,2.8,15.8,兵庫
2019/6/4,21.9,0.5,52.3,3,16.8,兵庫
2019/6/11,23,24,39.4,3.8,19.6,兵庫
2019/6/18,22.2,17,54.4,5.1,17.8,兵庫
2019/6/25,24.3,1.5,62.7,3.2,20.6,兵庫
2019/7/2,24.9,128.5,14.6,3,27,兵庫
2019/7/9,25.2,21,22.5,4.5,24,兵庫
2019/7/16,24.9,45,29.9,4.2,24.5,兵庫
2019/7/23,26.5,131,15.4,2.6,29,兵庫
2019/7/30,28.9,10,53.2,3.4,30,兵庫
2019/8/6,30.4,0,71,4.1,30.5,兵庫
2019/8/13,30.3,0,80.5,4.7,29.7,兵庫
2019/8/20,29.2,132.5,36.1,5.7,30.7,兵庫
2019/8/27,27,38.5,34.3,3.3,27.7,兵庫
2019/9/3,26.7,49.5,24.6,2.9,29.1,兵庫
2019/9/10,29.5,1.5,71.9,4,29.3,兵庫
2019/9/17,27.4,18,55,4.4,23.5,兵庫
2019/9/24,24.2,19.5,26.1,4.8,20,兵庫
2019/10/1,26.3,0,45.8,3.3,22.6,兵庫
2019/10/8,24,17,34.4,3.5,19.8,兵庫
2019/10/15,21.4,53.5,30.7,5.2,16.6,兵庫
2019/10/22,20.4,30.5,21.3,5.2,16.7,兵庫
2019/10/29,19,59,26.5,3.9,16,兵庫
2019/11/5,16.7,0,54.5,2.7,12.2,兵庫
2019/11/12,15.7,0.5,55.3,3.4,10.4,兵庫
2019/11/19,15.1,3.5,52.6,3.6,10.6,兵庫
2019/11/26,14,0,32.3,3,11,兵庫
2019/12/3,10.9,21.5,33,3.5,8.3,兵庫
2019/12/10,9,0,39.8,3.1,7,兵庫
2019/12/17,10.2,6.5,35.6,2.6,8.5,兵庫
2019/12/24,10.1,10.5,26.1,3,8.2,兵庫
2019/12/31,9.6,24,24.9,3.7,8.5,兵庫
2020/1/1,9,24,23.4,3.8,8.2,兵庫
2020/1/8,8.9,24,34.3,4.1,7.2,兵庫
2020/1/15,8.6,2,34.1,3.2,7.1,兵庫
2020/1/22,8,2,28.7,3.1,6.5,兵庫
2020/1/29,10.5,34,13.4,5.8,8.8,兵庫
2020/2/5,7.5,0.5,45.7,3.4,5.9,兵庫
2020/2/12,5.6,6,40.4,3.6,5.5,兵庫
2020/2/19,10.1,22,27.8,4.2,9.1,兵庫
2020/2/26,9.8,19.5,37.5,2.9,7.6,兵庫
2020/3/4,9.2,23.5,34.7,3.3,7.6,兵庫
2020/3/11,10.7,21.5,39.5,4,8.6,兵庫
2020/3/18,9.5,17.5,58,3.1,7.3,兵庫
2020/3/25,12.7,0,65.5,3.5,8.3,兵庫
2020/4/1,13.6,66.5,15.2,4.2,11.6,兵庫
2020/4/8,12.3,0,67.1,3.4,7.6,兵庫
2020/4/15,11.8,29.5,48.4,4.7,8,兵庫
2020/4/22,15.2,48.5,34.6,4.4,10.6,兵庫
2020/4/29,14.4,0,66.7,3.5,8.9,兵庫
2020/5/6,20,2.5,51.9,3.3,16.3,兵庫
2020/5/13,19.8,3.5,56.7,3.7,14.7,兵庫
2020/5/20,19.9,74.5,32.7,3.7,15.6,兵庫
2020/5/27,21.2,5,53.1,3.5,17.3,兵庫
2020/6/3,22.5,5,58.2,3.5,16.2,兵庫
2020/6/10,24.5,3.5,59.8,2.9,19.3,兵庫
2020/6/17,24.5,85,28.6,3.5,24.3,兵庫
2020/6/24,23.6,71.5,44.6,3.8,19.3,兵庫
2020/7/1,25,88,19.4,3.7,25.2,兵庫
2020/7/8,24.2,226.5,14.8,3.8,25.9,兵庫
2020/7/15,24.7,182.5,7.1,3.9,26.2,兵庫
2020/7/22,26.9,1.5,48.2,3.2,26.3,兵庫
2020/7/29,26.4,144,7.5,3.1,29.1,兵庫
2020/8/5,28.4,27.5,52.1,2.9,28.4,兵庫
2020/8/12,29.3,0,55.8,3.5,30.6,兵庫
2020/8/19,31.4,0,81,3.1,29.4,兵庫
2020/8/26,30.1,1.5,79.8,3,29.6,兵庫
2020/9/2,30.2,35.5,63.7,3.3,30,兵庫
2020/9/9,28.2,33,35.2,4.2,28.4,兵庫
2020/9/16,26.2,5.5,31.1,3.1,24.3,兵庫
2020/9/23,25.2,1,30.9,4.2,20.1,兵庫
2020/9/30,23,84,25,3.2,19.7,兵庫
2020/10/7,22.2,6.5,37.7,3.3,16.9,兵庫
2020/10/14,21,95,34.1,4.7,17.6,兵庫
2020/10/21,17.4,19,40.2,3,12.9,兵庫
2020/10/28,17.2,34,46.8,3.9,12.2,兵庫
2020/11/4,15.7,39,43.5,3.7,10.6,兵庫
2020/11/11,14.7,4.5,38,3.3,10.7,兵庫
2020/11/18,16.3,0,53.3,2.7,11.9,兵庫
2020/11/25,15.8,4.5,34.8,3.4,12.4,兵庫
2020/12/2,12.1,0.5,45.5,2.9,8.9,兵庫
2020/12/9,11.3,0,56,2.7,7.6,兵庫
2020/12/16,9.3,0,37.3,4.2,6.9,兵庫
2020/12/23,6.6,0,43.3,3.7,5.5,兵庫
2020/12/30,8.2,13.5,35.7,3.4,7.2,兵庫
2021/1/1,6.9,11.5,38.1,4,6.5,兵庫
2021/1/8,4.6,0,36.1,4.4,4.6,兵庫
2021/1/15,4.6,3,46.8,3.6,5.6,兵庫
2021/1/22,6.3,7,36.7,3.2,6.5,兵庫
2021/1/29,9.1,44.5,29.8,3.8,8.4,兵庫
2021/2/5,7.2,5.5,43.6,3.9,6,兵庫
2021/2/12,8.4,0,49.8,3,6.5,兵庫
2021/2/19,8.6,25.5,46.7,4.9,7.2,兵庫
2021/2/26,10.1,3,53.4,3.5,7.2,兵庫
2021/3/5,10.5,24,39.8,4.9,8,兵庫
2021/3/12,10,14.5,35.8,3.4,7.8,兵庫
2021/3/19,12.1,13,54.3,3.1,8.3,兵庫
2021/3/26,13.1,31.5,43.8,3.4,9.8,兵庫
2021/4/2,16.3,14,56.3,3.4,10.8,兵庫
2021/4/9,14.2,23,47,3.5,10,兵庫
2021/4/16,14.4,19.5,47.3,3.9,10,兵庫
2021/4/23,15.8,28.5,63.3,3.6,9.6,兵庫
2021/4/30,16.1,97.5,48.9,3.5,12.3,兵庫
2021/5/7,16.7,45.5,43.3,3.4,12.7,兵庫
2021/5/14,19.9,5,43.8,4.9,14.6,兵庫
2021/5/21,21.3,156,7.8,3.6,22.2,兵庫
2021/5/28,19.9,39.5,34.2,3.2,16,兵庫
2021/6/4,22.3,34,64.8,3.5,16.9,兵庫
2021/6/11,23.7,0,60.5,2.8,18.8,兵庫
2021/6/18,23.7,37,31.9,3.2,21.3,兵庫
2021/6/25,23.7,20.5,43.3,2.9,21,兵庫
2021/7/2,24.5,46,19.3,4,23.7,兵庫
2021/7/9,26.5,125,9.4,2.8,29.6,兵庫
2021/7/16,26.7,23.5,29.5,3,26.6,兵庫
2021/7/23,28.6,0,79,3.8,26.7,兵庫
2021/7/30,28.9,0,68.8,3.2,27,兵庫
2021/8/6,29.4,36,63.3,3.5,29.1,兵庫
2021/8/13,27.9,107,31.4,4.5,28.1,兵庫
2021/8/20,25.1,224.5,8.4,3.5,27.4,兵庫
2021/8/27,27.9,1,32.5,3.2,29.5,兵庫
2021/9/3,28,74,39.9,3.2,27.5,兵庫
2021/9/10,25.4,41,40,3.2,23.3,兵庫
2021/9/17,24.3,42.5,8.8,2.8,23.3,兵庫
2021/9/24,25.7,29.5,46.9,3.8,22.7,兵庫
2021/10/1,24.9,0.5,33.6,5.1,20.3,兵庫
2021/10/8,24.6,0,70.8,2.8,20.4,兵庫
2021/10/15,24.6,1.5,44.3,2.9,21.3,兵庫
2021/10/22,16.8,10.5,38.5,3.7,12.1,兵庫
2021/10/29,16.4,29.5,41,4,11.5,兵庫
2021/11/5,17.5,1.5,50,2.8,12.2,兵庫
2021/11/12,15.6,26,27.3,5.2,11.4,兵庫
2021/11/19,14.4,0,52.6,2.6,10.2,兵庫
2021/11/26,13.4,33,35.4,3.8,9.2,兵庫
2021/12/3,10.2,58,48.6,4,7.5,兵庫
2021/12/10,10.9,6,29.8,2.9,8.7,兵庫
2021/12/17,10.8,28,42.1,3.6,8.8,兵庫
2021/12/24,8.3,0.5,39.2,3.6,7,兵庫
2021/12/31,5.6,0.5,34.1,5.1,5.6,兵庫
2022/1/1,4.9,0.5,35.1,5,5.2,兵庫
2022/1/8,5.9,0,41.4,3.3,5.5,兵庫
2022/1/15,5.7,4,41.2,4,5.7,兵庫
2022/1/22,4.9,0,42.8,3.5,5.2,兵庫
2022/1/29,6.4,12.5,23.7,2.7,6.2,兵庫
2022/2/5,5.8,0,40.4,4.1,4.8,兵庫
2022/2/12,5.9,0,45.6,3.3,5.4,兵庫
2022/2/19,5.2,18,29,4,5.5,兵庫
2022/2/26,4.7,0,51.5,4,4.6,兵庫
2022/3/5,9.2,15,45.2,2.9,6.9,兵庫
2022/3/12,9.1,0,57.2,2.9,7,兵庫
2022/3/19,14.4,38,38.5,4.2,11.1,兵庫
2022/3/26,10.9,31.5,41.2,3.4,8.5,兵庫
2022/4/2,12.4,3.5,40.7,3.7,8.5,兵庫
2022/4/9,14.4,0,67.7,3.5,9.6,兵庫
2022/4/16,18.1,27.5,42.4,3.5,14.9,兵庫
2022/4/23,17.6,10,57.1,3.3,11.8,兵庫
2022/4/30,18.6,66.5,30.7,3.9,15.8,兵庫
2022/5/7,17.3,17.5,67.9,3,12.5,兵庫
2022/5/14,18.9,47,25.8,3.9,15,兵庫
2022/5/21,19.5,0,26.4,2.4,13.1,兵庫
2022/5/28,22.4,19.5,78.4,3.4,16.7,兵庫
2022/6/4,22.3,8.5,62.6,3.2,15.7,兵庫
2022/6/11,21.5,25,45.1,4,18.4,兵庫
2022/6/18,22.8,13,28.1,4.4,20.1,兵庫
2022/6/25,25.5,50,31.6,3.2,26.9,兵庫
2022/7/2,28,0,80.6,3.6,28.1,兵庫
2022/7/9,27.4,23.5,30.4,2.9,28.8,兵庫
2022/7/16,26.8,171.5,22.6,2.6,28.3,兵庫
2022/7/23,27.5,48,45.7,3.5,27.6,兵庫
2022/7/30,29.5,2,71.1,3.3,28.5,兵庫
2022/8/6,29.7,70,60.5,3.1,30.2,兵庫
2022/8/13,30.1,0,64.6,3.5,31.4,兵庫
2022/8/20,28.9,80,36,3.4,31.1,兵庫
2022/8/27,29.1,9,31.8,2.9,28.7,兵庫
2022/9/3,27.7,49,43.6,3.7,26.7,兵庫
2022/9/10,27.8,19,36.9,3.5,27.1,兵庫
2022/9/17,29.3,0.5,65.8,5.9,25.9,兵庫
2022/9/24,24.6,48,19.7,6.2,22,兵庫
2022/10/1,24.4,18,49.3,2.9,19.2,兵庫
2022/10/8,21.9,38,25.2,3.5,17.4,兵庫
2022/10/15,19.7,43.5,38.5,3.8,15.4,兵庫
2022/10/22,19.6,7,48.9,3,15.4,兵庫
2022/10/29,16.7,1,50,3.4,11,兵庫
2022/11/5,16.9,5,53.5,3.9,12.9,兵庫
2022/11/12,16.4,0,65.4,2.8,11.7,兵庫
2022/11/19,14.7,22.5,41.6,2.9,10.4,兵庫
2022/11/26,15.4,27.5,27.3,3.9,12.4,兵庫
2022/12/3,12.8,53,33.7,3.4,9.7,兵庫
2022/12/10,10.7,0,38.7,2.8,7.3,兵庫
2022/12/17,8.8,6,37.7,4.1,6.5,兵庫
2022/12/24,4.8,10.5,41.3,5.9,5.1,兵庫
2022/12/31,6.9,1,43.9,3.7,5.8,兵庫
